srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,proto_encoded,state_encoded,service_encoded,srcip_encoded,dstip_encoded
14,33459.0,1,32581.0,0.0,0.0,0.06704,2438.0,19414.0,31.0,29.0,7.0,13.0,0.0,283293.5625,2258830.75,38.0,40.0,255.0,255.0,3533010129.0,3533297047.0,64.0,485.0,0.0,0.0,122.291974,117.449706,1424259418.0,1424259418.0,1.853778,1.749526,0.000676,0.000549,0.000127,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,5.0,9.0,4.0,5.0,1.0,1.0,1.0,0,2.0,2.0,3.0,15,2
14,56760.0,0,111.0,0.0,0.0,0.004496,568.0,304.0,31.0,29.0,0.0,0.0,0.0,758007.125,405693.9688,4.0,4.0,0.0,0.0,0.0,0.0,142.0,76.0,0.0,0.0,1.61574,1.431656,1424245490.0,1424245490.0,1.149,1.017333,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,10.0,10.0,11.0,12.0,1.0,1.0,9.0,0,1.0,1.0,3.0,15,1
6,47439.0,6,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424261734.0,1424261734.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,26.0,29.0,17.0,16.0,16.0,16.0,26.0,0,1.0,3.0,1.0,7,7
3,1043.0,3,53.0,0.0,0.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,0.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424231867.0,1424231867.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,51.0,51.0,23.0,23.0,23.0,13.0,51.0,0,1.0,3.0,1.0,4,4
4,55126.0,8,61114.0,0.0,0.0,0.026911,3806.0,52270.0,31.0,29.0,7.0,26.0,0.0,1113894.0,15303482.0,64.0,66.0,255.0,255.0,3007309040.0,877208826.0,59.0,792.0,0.0,0.0,0.0,22.544873,1421961737.0,1421961737.0,0.421905,0.405754,0.000666,0.000533,0.000133,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,2.0,1.0,1.0,1.0,0,2.0,2.0,3.0,5,9
2,1043.0,3,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424240600.0,1424240600.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,18.0,18.0,14.0,15.0,14.0,14.0,19.0,0,1.0,3.0,1.0,3,4
4,57008.0,12,53.0,0.0,0.0,0.001049,146.0,178.0,31.0,29.0,0.0,0.0,0.0,556720.6875,678741.6875,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1424248759.0,1424248759.0,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,4.0,4.0,4.0,10.0,3.0,2.0,4.0,0,1.0,1.0,1.0,5,13
6,1490.0,15,69.0,0.0,0.0,3e-06,158.0,0.0,254.0,0.0,0.0,0.0,0.0,210666656.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,1424235162.0,1424235162.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,0,1.0,3.0,3.0,7,16
6,0.0,15,0.0,0.0,0.0,1e-05,200.0,0.0,254.0,0.0,0.0,0.0,0.0,80000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1424251701.0,1424251701.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.0,3.0,3.0,7,16
14,3739.0,4,6881.0,0.0,0.0,0.228582,1540.0,1644.0,31.0,29.0,4.0,4.0,0.0,50537.66406,54352.48828,16.0,18.0,255.0,255.0,2655881532.0,2708347521.0,96.0,91.0,0.0,0.0,977.662466,31.490014,1424255666.0,1424255666.0,15.217333,13.413177,0.000683,0.000549,0.000134,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,6.0,10.0,3.0,7.0,3.0,1.0,7.0,0,2.0,2.0,3.0,15,5
2,33139.0,11,514.0,0.0,0.0,3e-06,664.0,0.0,254.0,0.0,0.0,0.0,0.0,885333312.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,1424232894.0,1424232894.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0,1.0,3.0,3.0,3,12
6,1043.0,6,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424259033.0,1424259033.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,50.0,50.0,50.0,50.0,50.0,28.0,50.0,0,1.0,3.0,1.0,7,7
3,1043.0,14,53.0,0.0,0.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,0.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424246658.0,1424246658.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,10.0,10.0,12.0,10.0,10.0,7.0,10.0,0,1.0,3.0,1.0,4,15
3,47439.0,14,53.0,0.0,0.0,7e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,65142856.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424248165.0,1424248165.0,0.007,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,25.0,25.0,17.0,16.0,16.0,5.0,25.0,0,1.0,3.0,1.0,4,15
6,65409.0,2,514.0,0.0,0.0,6e-06,1186.0,0.0,254.0,0.0,0.0,0.0,0.0,790666624.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,1424240701.0,1424240701.0,0.006,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,8.0,7.0,7.0,7.0,7.0,1.0,7.0,0,1.0,3.0,3.0,7,3
8,1385.0,20,51035.0,0.0,0.0,0.001731,536.0,304.0,31.0,29.0,0.0,0.0,0.0,1857885.625,1053726.125,4.0,4.0,0.0,0.0,0.0,0.0,134.0,76.0,0.0,0.0,0.628383,0.303822,1424245422.0,1424245422.0,0.449333,0.218333,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,5.0,7.0,5.0,4.0,1.0,1.0,3.0,0,1.0,1.0,3.0,9,21
0,5319.0,10,5190.0,0.0,0.0,0.169925,1470.0,1728.0,31.0,29.0,5.0,4.0,0.0,66099.75,75562.75,22.0,14.0,255.0,255.0,2495907778.0,2496212385.0,67.0,123.0,0.0,0.0,520.302887,16.5415,1424256220.0,1424256220.0,8.091667,13.013385,0.000766,0.000621,0.000145,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,4.0,6.0,2.0,2.0,1.0,1.0,3.0,0,2.0,2.0,3.0,1,11
5,1043.0,7,53.0,0.0,0.0,2e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,528000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424233463.0,1424233463.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,1.0,3.0,1.0,6,8
2,47439.0,3,53.0,0.0,0.0,4e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,114000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424238737.0,1424238737.0,0.004,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0,0,1.0,3.0,1.0,3,4
6,1043.0,9,53.0,0.0,0.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,0.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424224785.0,1424224785.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,23.0,23.0,8.0,8.0,8.0,8.0,23.0,0,1.0,3.0,1.0,7,10
0,46826.0,10,1027.0,0.0,0.0,0.037559,4238.0,62112.0,31.0,29.0,7.0,30.0,0.0,890332.5625,13051040.0,72.0,74.0,255.0,255.0,467436776.0,2630532301.0,59.0,839.0,0.0,0.0,0.0,35.866399,1424223260.0,1424223260.0,0.531914,0.521254,0.000684,0.000547,0.000137,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,4.0,3.0,2.0,7.0,1.0,1.0,2.0,0,2.0,2.0,3.0,1,11
8,12009.0,13,53.0,0.0,0.0,0.001027,146.0,178.0,31.0,29.0,0.0,0.0,0.0,568646.5625,693281.375,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1424260863.0,1424260863.0,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,0,1.0,1.0,1.0,9,14
1,43085.0,13,6881.0,0.0,0.0,0.013326,1540.0,1644.0,31.0,29.0,4.0,4.0,0.0,866876.75,932312.75,16.0,18.0,255.0,255.0,733613688.0,2887676394.0,96.0,91.0,0.0,0.0,59.45461,1.373831,1421943325.0,1421943325.0,0.8668,0.754353,0.000622,0.000495,0.000127,0.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,5.0,1.0,1.0,2.0,0,2.0,2.0,3.0,2,14
10,23017.0,19,1500.0,0.0,0.0,0.028246,2974.0,31400.0,31.0,29.0,7.0,18.0,0.0,825037.1875,8715429.0,48.0,50.0,255.0,255.0,2691093425.0,559008153.0,62.0,628.0,0.0,0.0,0.0,38.657345,1421939581.0,1421939581.0,0.59383,0.565122,0.000749,0.000551,0.000198,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,0,2.0,2.0,3.0,11,20
3,1043.0,3,53.0,0.0,0.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424232458.0,1424232458.0,0.003,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,36.0,36.0,25.0,26.0,25.0,25.0,36.0,0,1.0,3.0,1.0,4,4
10,25193.0,13,53.0,0.0,0.0,0.001099,130.0,162.0,31.0,29.0,0.0,0.0,0.0,473157.4063,589626.9375,2.0,2.0,0.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.0,1421966977.0,1421966977.0,0.01,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,3.0,3.0,1.0,1.0,0,1.0,1.0,1.0,11,14
6,47439.0,6,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424259183.0,1424259183.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,15.0,15.0,12.0,13.0,12.0,12.0,15.0,0,1.0,3.0,1.0,7,7
3,20132.0,3,80.0,0.0,0.0,0.839719,1434.0,4506.0,62.0,252.0,2.0,2.0,0.0,12299.35254,39356.02344,10.0,12.0,255.0,255.0,3117298401.0,1642352190.0,143.0,376.0,1.0,1614.0,5403.044784,5087.219833,1424225488.0,1424225489.0,93.302111,71.443271,0.161705,0.053234,0.108471,0.0,1.0,1.0,0.04522246535375638,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,4,4
19,1043.0,21,53.0,0.0,0.0,2e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,528000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424260991.0,1424260991.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,35.0,35.0,18.0,18.0,18.0,18.0,35.0,0,1.0,3.0,1.0,20,22
8,56213.0,20,25.0,0.0,0.0,0.34383,37184.0,3276.0,31.0,29.0,18.0,8.0,0.0,848535.625,74339.0625,52.0,40.0,255.0,255.0,386654452.0,2537329528.0,715.0,82.0,0.0,0.0,650.69582,22.116354,1421972445.0,1421972445.0,6.734745,8.801487,0.000717,0.000567,0.00015,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0,2.0,2.0,5.0,9,21
3,47439.0,14,53.0,0.0,0.0,4e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,114000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424246882.0,1424246882.0,0.004,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,17.0,17.0,20.0,20.0,17.0,17.0,22.0,0,1.0,3.0,1.0,4,15
6,1043.0,9,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424223374.0,1424223374.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,15.0,15.0,6.0,6.0,6.0,6.0,15.0,0,1.0,3.0,1.0,7,10
4,34256.0,20,38963.0,0.0,0.0,0.05688,4862.0,76770.0,31.0,29.0,7.0,36.0,0.0,675808.6875,10672011.0,84.0,86.0,255.0,255.0,3649744182.0,1504689684.0,58.0,893.0,0.0,0.0,40.542194,40.125925,1424250495.0,1424250496.0,0.681602,0.669607,0.000764,0.000624,0.00014,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,11.0,8.0,2.0,4.0,1.0,1.0,5.0,0,2.0,2.0,3.0,5,21
2,18948.0,15,80.0,0.0,0.0,0.556624,1036.0,268.0,254.0,252.0,2.0,1.0,0.0,13409.41113,3219.408447,10.0,6.0,255.0,255.0,1553595430.0,883748768.0,104.0,45.0,1.0,0.0,4567.845165,194.000328,1424247890.0,1424247891.0,61.847111,108.095,0.07286,0.015403,0.057457,0.0,1.0,1.0,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,4.0,3,16
3,47439.0,14,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424244649.0,1424244649.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,49.0,49.0,9.0,9.0,9.0,7.0,49.0,0,1.0,3.0,1.0,4,15
2,0.0,24,0.0,0.0,0.0,9e-06,440.0,0.0,254.0,0.0,0.0,0.0,0.0,195555552.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,1424250010.0,1424250010.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,13.0,3.0,3.0,3,25
10,46215.0,1,31797.0,0.0,0.0,0.124499,320.0,1948.0,31.0,29.0,1.0,2.0,0.0,17156.76367,109559.1094,6.0,8.0,255.0,255.0,2589262594.0,2851972151.0,53.0,244.0,0.0,0.0,1747.614047,43.079609,1424232330.0,1424232330.0,24.839,17.715715,0.000598,0.000486,0.000112,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,0,2.0,2.0,6.0,11,2
2,1043.0,2,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424253891.0,1424253891.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,33.0,33.0,16.0,16.0,16.0,16.0,33.0,0,1.0,3.0,1.0,3,3
2,1043.0,3,53.0,0.0,0.0,7e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,65142856.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424238436.0,1424238436.0,0.007,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,32.0,32.0,13.0,12.0,12.0,12.0,32.0,0,1.0,3.0,1.0,3,4
3,1043.0,14,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424247951.0,1424247951.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,37.0,37.0,22.0,23.0,22.0,22.0,37.0,0,1.0,3.0,1.0,4,15
12,12967.0,4,6881.0,0.0,0.0,0.020153,1540.0,1644.0,31.0,29.0,4.0,4.0,0.0,573214.9375,616483.9375,16.0,18.0,255.0,255.0,979643751.0,3129333267.0,96.0,91.0,0.0,0.0,75.017915,2.302692,1421928229.0,1421928229.0,1.2444,1.147941,0.000776,0.000635,0.000141,0.0,0.0,0.0,0.0,0.0,11.0,10.0,7.0,8.0,6.0,1.0,6.0,0,2.0,2.0,3.0,13,5
6,1043.0,6,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424261702.0,1424261702.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,0,1.0,3.0,1.0,7,7
5,47439.0,5,53.0,0.0,0.0,1.1e-05,264.0,0.0,60.0,0.0,0.0,0.0,0.0,96000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1421933705.0,1421933705.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,0,1.0,3.0,1.0,6,6
3,47439.0,14,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424244484.0,1424244484.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,25.0,25.0,17.0,17.0,17.0,17.0,25.0,0,1.0,3.0,1.0,4,15
11,11665.0,8,5190.0,0.0,0.0,0.005212,1470.0,1728.0,31.0,29.0,5.0,4.0,0.0,2155026.75,2463545.5,22.0,14.0,255.0,255.0,799742755.0,800041019.0,67.0,123.0,0.0,0.0,16.579922,0.436092,1424238540.0,1424238540.0,0.2606,0.348538,0.000692,0.000551,0.000141,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0,2.0,2.0,3.0,12,9
15,47439.0,5,53.0,0.0,0.0,2e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,528000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424253236.0,1424253236.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,22.0,22.0,22.0,22.0,22.0,11.0,22.0,0,1.0,3.0,1.0,16,6
6,47439.0,6,53.0,0.0,0.0,2e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,228000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424259028.0,1424259028.0,0.002,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,27.0,27.0,19.0,19.0,19.0,11.0,27.0,0,1.0,3.0,1.0,7,7
8,27528.0,19,57530.0,0.0,0.0,0.051814,2438.0,19422.0,31.0,29.0,7.0,13.0,0.0,366541.8438,2923843.0,38.0,40.0,255.0,255.0,3691798190.0,1546715104.0,64.0,486.0,0.0,0.0,80.869925,81.128536,1424258606.0,1424258606.0,1.392135,1.348079,0.000726,0.00058,0.000146,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,9.0,4.0,2.0,5.0,1.0,1.0,2.0,0,2.0,2.0,3.0,9,20
1,18151.0,4,53.0,0.0,0.0,0.001083,130.0,162.0,31.0,29.0,0.0,0.0,0.0,480147.75,598337.9375,2.0,2.0,0.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.0,1424251684.0,1424251684.0,0.012,0.007,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,0,1.0,1.0,1.0,2,5
3,47439.0,14,53.0,0.0,0.0,8e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,57000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424246463.0,1424246463.0,0.008,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,39.0,39.0,18.0,17.0,17.0,17.0,39.0,0,1.0,3.0,1.0,4,15
3,8584.0,9,143.0,0.0,0.0,0.682809,2630.0,588.0,254.0,252.0,3.0,3.0,0.0,28248.01758,6209.643066,12.0,10.0,255.0,255.0,1818114538.0,3741515482.0,219.0,59.0,0.0,0.0,3952.895415,109.738867,1424253526.0,1424253527.0,62.073545,70.15,0.097432,0.05053,0.046902,0.0,1.0,0.2914540816326531,0.04522246535375638,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.0,2.0,3.0,4,10
11,43838.0,12,53.0,0.0,0.0,0.001156,146.0,178.0,31.0,29.0,0.0,0.0,0.0,505190.3438,615917.0,2.0,2.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.0,1424222435.0,1424222435.0,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0,1.0,1.0,1.0,12,13
10,15867.0,18,35219.0,0.0,0.0,0.026595,2974.0,33668.0,31.0,29.0,7.0,18.0,0.0,876254.9375,9925174.0,48.0,50.0,255.0,255.0,3240245061.0,1114343070.0,62.0,673.0,0.0,0.0,35.606933,33.904627,1421960191.0,1421960191.0,0.558787,0.533122,0.000611,0.000468,0.000143,0.0,0.0,0.0,0.0,0.0,5.0,8.0,7.0,2.0,1.0,1.0,1.0,0,2.0,2.0,3.0,11,19
6,36377.0,9,80.0,0.0,0.0,0.413517,1006.0,268.0,254.0,252.0,2.0,1.0,0.0,17527.69531,4333.558105,10.0,6.0,255.0,255.0,1974298504.0,3367634246.0,101.0,45.0,1.0,0.0,2139.879527,102.698758,1424249806.0,1424249806.0,41.874444,74.722398,0.101872,0.039904,0.061968,0.0,1.0,1.0,0.04522246535375638,0.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,0,2.0,2.0,4.0,7,10
13,45529.0,1,22.0,0.0,0.0,1.34296,12472.0,12924.0,31.0,29.0,17.0,17.0,0.0,73235.24219,75790.78906,70.0,64.0,255.0,255.0,1734611475.0,3880270397.0,178.0,202.0,0.0,0.0,1093.210508,1142.410951,1421959415.0,1421959417.0,19.463188,21.304872,0.000753,0.000598,0.000155,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,1.0,1.0,1.0,0,2.0,2.0,7.0,14,2
1,55787.0,12,61924.0,0.0,0.0,0.096882,3614.0,47774.0,31.0,29.0,7.0,24.0,0.0,293470.4063,3881340.25,60.0,62.0,255.0,255.0,1504829383.0,1524361325.0,60.0,771.0,0.0,0.0,86.903955,85.568165,1424224879.0,1424224879.0,1.636644,1.579656,0.000653,0.00052,0.000133,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,7.0,6.0,2.0,5.0,1.0,1.0,2.0,0,2.0,2.0,3.0,2,13
5,47439.0,7,53.0,0.0,0.0,3e-06,264.0,0.0,60.0,0.0,0.0,0.0,0.0,352000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1424233188.0,1424233188.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.2914540816326531,0.04522246535375638,0.0,30.0,30.0,27.0,27.0,27.0,12.0,30.0,0,1.0,3.0,1.0,6,8
2,1043.0,3,53.0,0.0,0.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424239513.0,1424239513.0,0.009,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,25.0,25.0,5.0,5.0,5.0,5.0,26.0,0,1.0,3.0,1.0,3,4
1,56015.0,19,80.0,0.0,0.0,1.032977,1684.0,10168.0,31.0,29.0,3.0,5.0,0.0,12112.56445,74379.19531,14.0,18.0,255.0,255.0,3391381513.0,1243281282.0,120.0,565.0,1.0,3924.0,8768.401469,7677.36544,1424228046.0,1424228047.0,79.433464,60.729882,0.000686,0.000559,0.000127,0.0,0.0,1.0,0.04522246535375638,0.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,0,2.0,2.0,4.0,2,20
2,47439.0,2,53.0,0.0,0.0,6e-06,114.0,0.0,254.0,0.0,0.0,0.0,0.0,76000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,1424253155.0,1424253155.0,0.006,0.0,0.0,0.0,0.0,0.0,2.0,0.2914540816326531,0.04522246535375638,0.0,24.0,24.0,15.0,15.0,15.0,6.0,24.0,0,1.0,3.0,1.0,3,3
