srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.8,11665,149.171.126.2,5190,tcp,FIN,0.005212,1470,1728,31,29,5,4,-,2155026.75,2463545.5,22,14,255,255,799742755,800041019,67,123,0,0,16.579922,0.436092,1424238540,1424238540,0.2606,0.348538,0.000692,0.000551,0.000141,0,0,,, ,2,3,2,2,1,1,1,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2.00E-06,264,0,60,0,0,0,dns,528000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424253236,1424253236,0.002,0,0,0,0,0,0,,, ,22,22,22,22,22,11,22,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,2.00E-06,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424259028,1424259028,0.002,0,0,0,0,0,2,,, ,27,27,19,19,19,11,27,Generic,1
59.166.0.5,27528,149.171.126.7,57530,tcp,FIN,0.051814,2438,19422,31,29,7,13,-,366541.8438,2923843,38,40,255,255,3691798190,1546715104,64,486,0,0,80.869925,81.128536,1424258606,1424258606,1.392135,1.348079,0.000726,0.00058,0.000146,0,0,,, ,9,4,2,5,1,1,2,,0
59.166.0.9,18151,149.171.126.0,53,udp,CON,0.001083,130,162,31,29,0,0,dns,480147.75,598337.9375,2,2,0,0,0,0,65,81,0,0,0,0,1424251684,1424251684,0.012,0.007,0,0,0,0,0,,, ,1,1,4,4,1,1,3,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246463,1424246463,0.008,0,0,0,0,0,2,,, ,39,39,18,17,17,17,39,Generic,1
175.45.176.3,8584,149.171.126.12,143,tcp,FIN,0.682809,2630,588,254,252,3,3,-,28248.01758,6209.643066,12,10,255,255,1818114538,3741515482,219,59,0,0,3952.895415,109.738867,1424253526,1424253527,62.073545,70.15,0.097432,0.05053,0.046902,0,1,,, ,1,1,1,1,1,1,1,Exploits,1
59.166.0.8,43838,149.171.126.1,53,udp,CON,0.001156,146,178,31,29,0,0,dns,505190.3438,615917,2,2,0,0,0,0,73,89,0,0,0,0,1424222435,1424222435,0.008,0.004,0,0,0,0,0,,, ,1,3,1,2,1,1,1,,0
59.166.0.0,15867,149.171.126.5,35219,tcp,FIN,0.026595,2974,33668,31,29,7,18,-,876254.9375,9925174,48,50,255,255,3240245061,1114343070,62,673,0,0,35.606933,33.904627,1421960191,1421960191,0.558787,0.533122,0.000611,0.000468,0.000143,0,0,0,0,0,5,8,7,2,1,1,1,,0
175.45.176.0,36377,149.171.126.12,80,tcp,FIN,0.413517,1006,268,254,252,2,1,http,17527.69531,4333.558105,10,6,255,255,1974298504,3367634246,101,45,1,0,2139.879527,102.698758,1424249806,1424249806,41.874444,74.722398,0.101872,0.039904,0.061968,0,1,1,, ,1,1,1,3,1,1,5,Worms,1
59.166.0.7,45529,149.171.126.8,22,tcp,FIN,1.34296,12472,12924,31,29,17,17,ssh,73235.24219,75790.78906,70,64,255,255,1734611475,3880270397,178,202,0,0,1093.210508,1142.410951,1421959415,1421959417,19.463188,21.304872,0.000753,0.000598,0.000155,0,0,0,0,0,1,1,6,8,1,1,1,,0
59.166.0.9,55787,149.171.126.1,61924,tcp,FIN,0.096882,3614,47774,31,29,7,24,-,293470.4063,3881340.25,60,62,255,255,1504829383,1524361325,60,771,0,0,86.903955,85.568165,1424224879,1424224879,1.636644,1.579656,0.000653,0.00052,0.000133,0,0,,, ,7,6,2,5,1,1,2,,0
149.171.126.18,47439,175.45.176.3,53,udp,INT,3.00E-06,264,0,60,0,0,0,dns,352000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424233188,1424233188,0.003,0,0,0,0,0,0,,, ,30,30,27,27,27,12,30,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239513,1424239513,0.009,0,0,0,0,0,2,,, ,25,25,5,5,5,5,26,Generic,1
59.166.0.9,56015,149.171.126.7,80,tcp,FIN,1.032977,1684,10168,31,29,3,5,http,12112.56445,74379.19531,14,18,255,255,3391381513,1243281282,120,565,1,3924,8768.401469,7677.36544,1424228046,1424228047,79.433464,60.729882,0.000686,0.000559,0.000127,0,0,1,, ,3,2,3,4,2,1,2,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,6.00E-06,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424253155,1424253155,0.006,0,0,0,0,0,2,,, ,24,24,15,15,15,6,24,Generic,1
175.45.176.0,33800,149.171.126.10,111,tcp,FIN,0.675294,564,354,254,252,2,1,-,6018.119629,3672.474609,10,8,255,255,3705269930,7039879,56,44,0,0,5502.837917,141.500125,1424228631,1424228632,75.032667,89.77957,0.059278,0.020846,0.038432,0,1,,, ,2,1,1,2,2,1,1, Reconnaissance ,1
59.166.0.9,22179,149.171.126.1,80,tcp,FIN,1.221012,1684,10168,31,29,3,5,http,10247.23731,62924.85156,14,18,255,255,734318709,2902869349,120,565,1,3924,8854.268304,7753.109939,1424257051,1424257053,93.897,71.793412,0.000647,0.000521,0.000126,0,0,1,, ,1,2,2,2,1,1,1,,0
59.166.0.5,18235,149.171.126.5,16955,tcp,FIN,0.233362,4568,2768,31,29,7,7,-,150084.4219,90948.82813,24,24,255,255,1739899363,3888306090,190,115,0,0,755.534541,21.485383,1424245141,1424245142,10.130348,10.125739,0.000587,0.000467,0.00012,0,0,,, ,8,4,2,1,1,1,2,,0
59.166.0.9,23857,149.171.126.5,21710,tcp,FIN,0.015998,2542,22128,31,29,7,14,-,1239654.875,10802350,40,42,255,255,238801065,2388700668,64,527,0,0,24.196071,24.256857,1424250372,1424250372,0.400179,0.375366,0.000725,0.000598,0.000127,0,0,,, ,4,5,4,2,1,1,3,,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,5.00E-06,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424245790,1424245790,0.005,0,0,0,0,0,2,,, ,13,13,13,13,13,13,13,Generic,1
175.45.176.2,63676,149.171.126.10,49463,tcp,FIN,0.520387,364,630,62,252,1,2,ftp-data,4904.04248,8485.992188,8,8,255,255,4259959861,3020299421,46,79,0,0,5114.926851,155.002203,1424221929,1424221930,74.341002,67.384711,0.090225,0.045439,0.044786,0,1,,, ,1,1,2,2,1,1,2,Exploits,1
59.166.0.3,13544,149.171.126.3,9962,tcp,FIN,0.012945,2558,23470,31,29,7,14,-,1541908.125,14159598,40,42,255,255,1545612899,3706838975,64,559,0,0,0,18.042164,1424251863,1424251863,0.3325,0.30239,0.000685,0.000544,0.000141,0,0,,, ,1,10,1,2,1,1,1,,0
175.45.176.3,50366,149.171.126.19,80,tcp,FIN,0.954931,864,354,254,252,2,1,http,6517.748047,2597.046143,10,8,255,255,3242532904,3740181589,86,44,1,0,5791.872478,238.817125,1424224446,1424224447,104.393667,126.089289,0.140826,0.072297,0.068529,0,1,1,, ,1,1,1,5,1,1,1,Exploits,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424224704,1424224704,0.004,0,0,0,0,0,2,,, ,9,9,9,9,9,9,9,Generic,1
175.45.176.0,59731,149.171.126.15,1584,tcp,FIN,1.12088,2298,354,254,252,2,1,-,14766.96875,2212.547363,10,8,255,255,767230033,962104037,230,44,0,0,7368.802673,217.11825,1424254391,1424254392,121.134333,148.864422,0.147857,0.078825,0.069032,0,1,,, ,1,2,1,1,1,1,1,DoS,1
175.45.176.0,0,149.171.126.17,0,aes-sp3-d,INT,9.00E-06,200,0,254,0,0,0,-,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424251634,1424251634,0.009,0,0,0,0,0,2,,, ,5,5,1,1,1,1,5,DoS,1
59.166.0.7,46244,149.171.126.1,52534,tcp,FIN,0.072879,3614,45854,31,29,7,24,-,390126.0938,4952318,60,62,255,255,392266423,2554767760,60,740,0,0,0,72.851624,1421950691,1421950691,1.229712,1.185164,0.000743,0.00058,0.000163,0,0,0,0,0,12,6,3,2,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239027,1424239027,0.008,0,0,0,0,0,2,,, ,42,42,42,42,42,23,42,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,6.00E-06,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239144,1424239144,0.006,0,0,0,0,0,2,,, ,40,40,29,29,29,20,40,Generic,1
149.171.126.10,1043,175.45.176.0,53,udp,INT,8.00E-06,264,0,60,0,0,0,dns,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424258828,1424258828,0.008,0,0,0,0,0,0,,, ,20,20,18,18,18,18,20,,0
59.166.0.3,26084,149.171.126.9,6881,tcp,FIN,0.018368,1540,1644,31,29,4,4,-,628919.875,676393.75,16,18,255,255,981033142,3135335871,96,91,0,0,73.220848,2.157602,1424250860,1424250860,1.204333,1.053294,0.00057,0.000457,0.000113,0,0,,, ,8,15,8,8,6,1,6,,0
175.45.176.1,0,149.171.126.17,0,unas,INT,9.00E-06,200,0,254,0,0,0,-,88888888,0,2,0,0,0,0,0,100,0,0,0,0,0,1424244408,1424244408,0.009,0,0,0,0,0,2,,, ,11,11,5,5,4,4,14,Exploits,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,6.00E-06,114,0,254,0,0,0,dns,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231726,1424231726,0.006,0,0,0,0,0,2,,, ,33,33,14,14,14,14,33,Generic,1
59.166.0.0,21102,149.171.126.3,111,udp,CON,0.00957,568,312,31,29,0,0,-,356112.875,195611.2969,4,4,0,0,0,0,142,78,0,0,4.055257,3.824269,1421945434,1421945434,2.872,2.707667,0,0,0,0,0,0,0,0,22,14,15,24,2,2,7,,0
59.166.0.3,42663,149.171.126.0,53,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8125,670433.125,2,2,0,0,0,0,73,89,0,0,0,0,1421952525,1421952525,0.011,0.009,0,0,0,0,0,0,0,0,5,2,3,2,2,2,2,,0
59.166.0.1,35233,149.171.126.1,41900,tcp,FIN,0.062003,4238,63516,31,29,7,30,-,539328.75,8084512,72,74,255,255,146450581,2292153851,59,858,0,0,56.121915,55.584366,1424221949,1424221949,0.880743,0.852806,0.000737,0.000592,0.000145,0,0,,, ,7,5,3,3,1,1,2,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232041,1424232041,0.003,0,0,0,0,0,2,,, ,30,30,18,18,18,18,30,Generic,1
59.166.0.3,26589,149.171.126.3,60848,tcp,FIN,0.353417,320,1884,31,29,1,2,ftp-data,6043.851562,37327.00781,6,8,255,255,2997084843,1391087917,53,236,0,0,4983.112415,123.167859,1421952933,1421952933,70.62,50.409855,0.000675,0.000545,0.00013,0,0,0,0,0,3,2,4,4,1,1,1,,0
59.166.0.1,39433,149.171.126.4,11931,tcp,FIN,0.02295,3614,44406,31,29,7,24,-,1238867.125,15229630,60,62,255,255,2192579278,2192891920,60,716,0,0,19.441158,19.488337,1421936624,1421936624,0.366712,0.365852,0.00076,0.000623,0.000137,0,0,0,0,0,11,5,3,4,1,1,2,,0
59.166.0.5,57639,149.171.126.9,31577,tcp,FIN,0.330987,3614,45500,31,29,7,24,-,85900.65625,1082580.25,60,64,255,255,2294014084,2294250862,60,711,0,0,361.139853,349.745673,1421945146,1421945146,5.604509,5.245857,0.000618,0.000492,0.000126,0,0,0,0,0,23,20,20,25,2,2,20,,0
59.166.0.9,62309,149.171.126.6,23882,tcp,FIN,0.016964,2990,33818,31,29,7,18,-,1380806.375,15629333,48,50,255,255,2461455031,2461725311,62,676,0,0,19.284606,19.424634,1424240647,1424240647,0.354255,0.334224,0.00073,0.000584,0.000146,0,0,,, ,3,3,2,4,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,5.00E-06,114,0,254,0,0,0,dns,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237565,1424237565,0.005,0,0,0,0,0,2,,, ,48,48,12,12,12,4,48,Generic,1
175.45.176.0,63752,149.171.126.11,179,tcp,FIN,43.817417,1144,536,254,252,6,1,-,198.4599,89.827293,20,12,255,255,1642315541,952633868,57,45,0,0,312547.6972,12395.24,1421928601,1421928644,2303.997684,3981.096,0.051918,0.025346,0.026572,0,1,0,0,0,8,7,3,3,3,2,3, Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1421932579,1421932579,0.01,0,0,0,0,0,2,0,0,0,14,14,7,9,7,3,7,Generic,1
59.166.0.4,58072,149.171.126.6,25,tcp,FIN,0.021298,37466,3276,31,29,18,8,smtp,13802610,1200112.625,52,40,255,255,2931321009,2928264429,721,82,0,0,22.697819,1.043492,1421949481,1421949481,0.410824,0.531564,0.000721,0.000562,0.000159,0,0,0,0,0,1,3,6,7,1,1,4,,0
59.166.0.9,36329,149.171.126.4,53,udp,CON,0.000967,146,178,31,29,0,0,dns,603929.6875,736297.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421929558,1421929558,0.007,0.005,0,0,0,0,0,0,0,0,1,5,2,1,1,1,1,,0
59.166.0.3,63103,149.171.126.3,5190,tcp,FIN,0.073288,1920,4312,31,29,6,6,-,200087.3281,451151.625,22,24,255,255,3631398316,1482123550,87,180,0,0,348.103994,324.759191,1424224221,1424224221,3.6473,3.161131,0.0007,0.000572,0.000128,0,0,,, ,3,1,4,3,1,1,2,,0
59.166.0.1,59699,149.171.126.1,53,udp,CON,0.003395,130,162,31,29,0,0,dns,153166.4219,190868.9219,2,2,0,0,0,0,65,81,0,0,0,0,1424257905,1424257905,0.008,0.001,0,0,0,0,0,,, ,5,3,3,8,3,1,2,,0
175.45.176.1,13860,149.171.126.19,80,tcp,FIN,1.765372,1104,1102,254,252,2,2,http,4504.433105,4495.369629,10,10,255,255,1104491260,2305774701,110,110,1,109,12218.59248,452.156719,1424256696,1424256698,196.152444,186.126781,0.202975,0.072264,0.130711,0,1,4,, ,2,2,2,2,2,2,2,Exploits,1
59.166.0.8,40087,149.171.126.0,38094,tcp,FIN,0.009515,2334,16822,31,29,7,12,-,1908565.5,13771940,36,38,255,255,1931160195,4088683044,65,443,0,0,15.313464,14.133514,1421961943,1421961943,0.261457,0.242459,0.000689,0.000537,0.000152,0,0,0,0,0,14,3,2,6,1,1,1,,0
175.45.176.3,0,149.171.126.19,0,unas,INT,4.00E-06,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424230327,1424230327,0.004,0,0,0,0,0,2,,, ,4,4,1,2,1,1,4,Exploits,1
149.171.126.10,47439,175.45.176.0,53,udp,INT,9.00E-06,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424260407,1424260407,0.009,0,0,0,0,0,0,,, ,37,37,37,37,37,19,37,,0
175.45.176.3,40690,149.171.126.18,111,udp,INT,6.00E-06,168,0,254,0,0,0,-,112000000,0,2,0,0,0,0,0,84,0,0,0,0,0,1424236331,1424236331,0.006,0,0,0,0,0,2,,, ,1,1,1,1,1,1,1, Reconnaissance ,1
59.166.0.8,42779,149.171.126.1,22,tcp,FIN,6.342182,48360,85554,31,29,144,199,-,60902.69531,107759.7578,616,682,255,255,443256507,2588966151,79,125,0,0,804.841193,765.654102,1421944889,1421944895,10.31194,9.312116,0.000781,0.000621,0.00016,0,0,0,0,0,19,18,20,23,11,11,11,,0
59.166.0.1,64448,149.171.126.8,53,udp,CON,0.001122,146,178,31,29,0,0,dns,520499.0938,634581.0625,2,2,0,0,0,0,73,89,0,0,0,0,1421963709,1421963709,0.011,0.01,0,0,0,0,0,0,0,0,3,2,4,4,1,1,1,,0
59.166.0.3,18126,149.171.126.0,35410,tcp,FIN,0.015317,2646,23250,31,29,7,14,-,1349089.25,11839916,42,40,255,255,4247828974,2098564248,63,581,0,0,24.786183,23.9612,1421961853,1421961853,0.364024,0.376846,0.000774,0.000609,0.000165,0,0,0,0,0,10,9,5,2,1,1,2,,0
175.45.176.3,0,149.171.126.19,0,ipnip,INT,9.00E-06,180,0,254,0,0,0,-,80000000,0,2,0,0,0,0,0,90,0,0,0,0,0,1424230151,1424230151,0.009,0,0,0,0,0,2,,, ,4,3,3,4,4,3,3,DoS,1
175.45.176.3,1043,149.171.126.15,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246124,1424246124,0.009,0,0,0,0,0,2,,, ,15,15,15,15,15,15,15,Generic,1
59.166.0.8,18330,149.171.126.1,5190,tcp,FIN,0.00428,1470,1728,31,29,5,4,-,2624299,3000000,22,14,255,255,4071373539,1922085529,67,123,0,0,12.583513,0.370489,1424236255,1424236255,0.20381,0.279,0.000654,0.000528,0.000126,0,0,,, ,2,4,2,2,1,1,1,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232512,1424232512,0.009,0,0,0,0,0,2,,, ,42,42,17,19,17,17,42,Generic,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424261751,1424261751,0.009,0,0,0,0,0,2,,, ,17,17,19,18,17,17,17,Generic,1
59.166.0.8,14891,149.171.126.6,13568,tcp,FIN,0.342506,4848,2976,31,29,7,7,-,109195.1719,67035.32031,28,28,255,255,439235685,2591725175,173,106,0,0,775.801599,20.896748,1424261410,1424261411,12.673815,12.666741,0.000627,0.000499,0.000128,0,0,,, ,8,9,1,1,1,1,5,,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246022,1424246022,0.008,0,0,0,0,0,2,,, ,39,39,37,38,37,21,39,Generic,1
59.166.0.8,62467,149.171.126.8,40022,tcp,FIN,0.027868,2750,28874,31,29,7,16,-,771637.6875,8108798.5,44,46,255,255,1836724754,3982401902,63,628,0,0,46.377321,46.097308,1421945650,1421945650,0.640698,0.607422,0.000636,0.000526,0.00011,0,0,0,0,0,11,16,12,12,4,4,4,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,7.00E-06,264,0,60,0,0,0,dns,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,1424261104,1424261104,0.007,0,0,0,0,0,0,,, ,31,31,19,19,19,19,31,,0
59.166.0.6,48918,149.171.126.7,26881,tcp,FIN,0.019986,2646,23838,31,29,7,15,-,1033923.75,9325328,42,44,255,255,2038040267,2038311159,63,542,0,0,31.701875,30.248949,1421958525,1421958525,0.47961,0.450512,0.000762,0.000607,0.000155,0,0,0,0,0,14,3,3,13,1,1,1,,0
59.166.0.8,13952,149.171.126.8,5190,tcp,FIN,0.158186,2158,2464,31,29,6,6,-,104636.3125,119454.3125,24,24,255,255,87468902,87732586,90,103,0,0,443.613229,12.247271,1421944169,1421944169,6.862174,6.827696,0.001273,0.001142,0.000131,0,0,0,0,0,6,10,1,1,1,1,1,,0
175.45.176.0,47439,149.171.126.12,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424225879,1424225879,0.004,0,0,0,0,0,2,,, ,8,8,8,8,8,8,8,Generic,1
59.166.0.3,55695,149.171.126.0,1782,tcp,FIN,0.028892,3182,39076,31,29,7,20,-,864183.875,10619687,52,54,255,255,2403949200,2404266270,61,724,0,0,33.467885,31.232622,1421929634,1421929634,0.559804,0.533811,0.000717,0.00059,0.000127,0,0,0,0,0,5,11,2,3,1,1,1,,0
175.45.176.2,16601,149.171.126.15,111,tcp,FIN,0.632515,564,354,254,252,2,1,-,6425.144043,3920.855469,10,8,255,255,569079954,4254837950,56,44,0,0,5438.838969,137.570641,1424248255,1424248256,69.009111,89.496711,0.051616,0.006033,0.045583,0,1,,, ,2,1,1,2,2,1,1, Reconnaissance ,1
175.45.176.1,40829,149.171.126.18,179,tcp,FIN,1.709468,994,354,254,252,2,1,-,4188.4375,1450.743774,10,8,255,255,3934315297,3171907795,99,44,0,0,10799.31144,420.177313,1424220377,1424220379,179.684222,227.661859,0.176133,0.115827,0.060306,0,1,,, ,4,2,1,2,1,1,2,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424253112,1424253112,0.009,0,0,0,0,0,2,,, ,37,37,18,18,18,18,37,Generic,1
175.45.176.2,0,149.171.126.17,0,unas,INT,5.00E-06,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424258856,1424258856,0.005,0,0,0,0,0,2,,, ,6,6,2,3,2,2,6,DoS,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4.00E-06,114,0,254,0,0,0,dns,114000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424238460,1424238460,0.004,0,0,0,0,0,2,,, ,43,43,24,24,24,24,43,Generic,1
59.166.0.1,1258,149.171.126.1,53,udp,CON,0.000954,146,178,31,29,0,0,-,612159.3125,746331.25,2,2,0,0,0,0,73,89,0,0,0,0,1421955845,1421955845,0.011,0.011,0,0,0,0,0,0,0,0,7,11,2,3,2,1,1,,0
59.166.0.1,10700,149.171.126.6,20144,tcp,FIN,0.248338,424,8824,31,29,1,4,ftp-data,11951.45313,260580.3438,8,12,255,255,2661327976,2728768514,53,735,0,0,2434.270679,1929.696883,1421931972,1421931972,35.424856,22.528545,0.000649,0.000523,0.000126,0,0,0,0,0,5,3,4,6,1,1,4,,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,2.00E-06,114,0,254,0,0,0,dns,228000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231388,1424231388,0.002,0,0,0,0,0,2,,, ,40,40,40,40,40,25,40,Generic,1
175.45.176.0,9794,149.171.126.14,80,tcp,FIN,1.329632,1660,67200,62,252,3,25,http,9434.189453,396837.5938,18,54,255,255,3072130771,3765329787,92,1244,1,833,3954.989571,2943.367915,1424244104,1424244105,78.194,24.384982,0.161225,0.037224,0.124001,0,1,1,, ,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,0,149.171.126.13,0,sat-expak,INT,8.00E-06,200,0,254,0,0,0,-,100000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1424223203,1424223203,0.008,0,0,0,0,0,2,,, ,6,6,2,2,2,2,6,Analysis,1
175.45.176.2,0,149.171.126.12,0,sctp,INT,3.00E-06,78,0,254,0,0,0,-,104000000,0,2,0,0,0,0,0,39,0,0,0,0,0,1424223002,1424223002,0.003,0,0,0,0,0,2,,, ,1,1,1,1,1,1,1,DoS,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424239994,1424239994,0.01,0,0,0,0,0,2,,, ,20,20,20,23,20,20,20,Generic,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,9.00E-06,264,0,60,0,0,0,dns,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,1424224228,1424224228,0.009,0,0,0,0,0,0,,, ,10,10,8,8,8,8,10,,0
59.166.0.1,37388,149.171.126.1,11053,tcp,FIN,0.024955,2854,29168,31,29,7,17,-,895051.0625,9156001,46,48,255,255,3802313079,1653026255,62,608,0,0,42.433509,39.972576,1424233724,1424233724,0.559909,0.518277,0.000727,0.000587,0.00014,0,0,,, ,9,1,2,5,1,1,1,,0
59.166.0.8,20818,149.171.126.3,18628,tcp,FIN,0.113942,3806,53008,31,29,7,26,-,263081.2188,3665373.75,64,66,255,255,345295666,2515552120,59,803,0,0,97.593623,96.128949,1421938221,1421938221,1.803095,1.7456,0.000592,0.000472,0.00012,0,0,0,0,0,8,5,3,3,1,1,2,,0
175.45.176.3,47439,149.171.126.15,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424247263,1424247263,0.003,0,0,0,0,0,2,,, ,39,39,17,17,17,17,39,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,9.00E-06,114,0,254,0,0,0,dns,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,1424237738,1424237738,0.009,0,0,0,0,0,2,,, ,46,46,29,29,29,14,46,Generic,1
175.45.176.3,47439,149.171.126.18,53,udp,INT,1.00E-05,114,0,254,0,0,0,dns,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424231898,1424231898,0.01,0,0,0,0,0,2,,, ,46,46,43,44,43,18,46,Generic,1
59.166.0.5,1212,149.171.126.2,25,tcp,FIN,0.486789,37274,3380,31,29,18,8,smtp,600802.4375,54232.94531,52,42,255,255,3573302957,1424676732,717,80,0,0,782.070509,25.278135,1424225731,1424225731,9.538313,11.861098,0.000606,0.000479,0.000127,0,0,,, ,1,1,5,2,1,1,2,,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,3.00E-06,114,0,254,0,0,0,dns,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424232926,1424232926,0.003,0,0,0,0,0,2,,, ,23,23,18,19,18,18,23,Generic,1
59.166.0.4,21757,149.171.126.3,22,tcp,FIN,1.766124,25832,49682,31,29,78,103,-,116653.1875,224414.5938,326,356,255,255,802244773,2952126051,79,140,0,0,452.187589,433.64403,1421945215,1421945217,5.433222,4.973335,0.000698,0.00058,0.000118,0,0,0,0,0,20,4,4,14,4,4,4,,0
59.166.0.6,57088,149.171.126.9,53,udp,CON,0.001061,132,164,31,29,0,0,dns,497643.7188,618284.625,2,2,0,0,0,0,66,82,0,0,0,0,1424244840,1424244840,0.009,0.005,0,0,0,0,0,,, ,2,1,1,4,1,1,1,,0
59.166.0.3,40943,149.171.126.1,80,tcp,FIN,1.005686,1684,10168,31,29,3,5,http,12441.25879,76397.60156,14,18,255,255,609005020,2759665022,120,565,0,0,8766.187935,7675.497206,1424242208,1424242209,77.334541,59.128647,0.00061,0.000496,0.000114,0,0,,, ,2,2,3,1,1,1,1,,0
149.171.126.18,1043,175.45.176.1,53,udp,INT,8.00E-06,264,0,60,0,0,0,dns,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,1424240108,1424240108,0.008,0,0,0,0,0,0,,, ,27,27,14,14,14,14,27,,0
175.45.176.3,1043,149.171.126.15,53,udp,INT,8.00E-06,114,0,254,0,0,0,dns,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,1424246221,1424246221,0.008,0,0,0,0,0,2,,, ,36,36,28,28,28,16,36,Generic,1
