srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
17,2527,1,916,1,1,0.016019,2854,31354,31,29,7,17,2,1394344.25,15332293.0,46,48,255,255,3481128476,3477251571,62,653,0,0,19.302643,18.181038,1424260277,1424260277,0.345889,0.327106,0.000777,0.000637,0.00014,0,0,,,2,6,4,2,6,1,1,3,0
6,5,6,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260093,1424260093,0.009,0.0,0.0,0.0,0.0,0,2,,,2,31,31,14,14,14,14,31,1
29,8,27,6,13,3,0.0,384,0,1,0,0,0,2,51.195545,0.0,6,0,0,0,0,0,64,0,0,0,0.052412,0.0,1421966600,1421966650,10000.878,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,4,4,2,2,4,2,0
13,2528,13,917,1,1,0.366148,5174,85520,31,29,7,39,2,111801.7891,1848236.25,90,92,255,255,3842805605,1825227855,57,930,0,0,214.962816,209.321704,1421967143,1421967143,4.11,3.968615,0.007806,0.005001,0.002805,0,0,0.0,0.0,0,7,10,7,3,1,1,1,0
2,5,3,0,0,2,5e-06,114,0,254,0,0,0,0,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238943,1424238943,0.005,0.0,0.0,0.0,0.0,0,2,,,2,38,38,26,26,26,10,38,1
3,2529,16,8,1,1,1.498865,4303,1632,62,252,9,8,4,22011.32227,8278.263672,24,20,255,255,1655021062,3789712706,179,82,0,0,3258.539105,98.417578,1424250563,1424250564,65.168042,75.511477,0.156165,0.063348,0.092817,0,1,,,2,1,1,2,1,1,1,1,1
3,2,3,0,0,2,2e-06,114,0,254,0,0,0,0,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232107,1424232107,0.002,0.0,0.0,0.0,0.0,0,2,,,2,23,23,16,16,16,16,23,1
10,2530,20,520,1,1,0.222446,424,8824,31,29,1,4,5,13342.56445,290911.0625,8,12,255,255,2273279598,229331805,53,735,0,0,2142.459027,1701.338774,1424237762,1424237762,31.733858,20.170454,0.000701,0.000567,0.000134,0,0,,,2,2,2,3,4,1,1,3,0
17,2531,12,4,1,1,4.084717,18994,1087890,31,29,2,370,3,37096.32813,2127799.0,356,746,255,255,1807705259,1808753334,53,1458,1,0,749.759701,501.164459,1421945865,1421945869,11.505346,5.482156,0.000647,0.000506,0.000141,0,0,1.0,0.0,0,1,3,1,1,1,1,1,0
14,2532,10,4,1,1,1.004734,1580,10168,31,29,3,4,3,11537.38184,76469.98438,12,18,255,255,3052122804,3053135913,132,565,1,3924,9524.477001,7674.490492,1424244077,1424244078,91.306912,59.069939,0.000691,0.000541,0.00015,0,0,1.0,,2,1,3,8,7,1,1,7,0
13,2533,20,918,1,1,0.019556,2974,31400,31,29,7,18,2,1191654.625,12588259.0,48,50,255,255,2072796170,4228081113,62,628,0,0,0.0,21.692136,1424232643,1424232643,0.409043,0.396917,0.000619,0.0005,0.000119,0,0,,,2,6,3,2,4,1,1,1,0
1,2534,8,4,1,1,1.013459,1580,10168,31,29,3,5,3,11438.05566,75811.65625,12,18,255,255,3033860827,889539918,132,565,0,0,9540.162833,7714.866472,1421931256,1421931257,92.098274,59.583586,0.000666,0.000533,0.000133,0,0,0.0,0.0,0,2,4,4,7,1,1,1,0
8,2535,0,7,1,1,0.283554,1540,1644,31,29,4,4,2,40740.03906,43815.28906,16,18,255,255,640929762,2826173948,96,91,0,0,1152.33883,35.158953,1421969550,1421969550,18.882267,16.651059,0.000628,0.000479,0.000149,0,0,0.0,0.0,0,8,18,8,10,6,1,7,0
6,2536,17,141,1,0,0.23841,172,86,254,60,1,1,2,4328.677734,1442.892578,4,2,255,255,1850156558,2868563473,43,43,0,0,4351.788263,0.0,1424235158,1424235158,79.47,0.007,0.23839,0.081536,0.156854,0,0,,,2,13,16,4,3,3,1,13,0
6,5,9,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223689,1424223689,0.009,0.0,0.0,0.0,0.0,0,2,,,2,16,16,9,10,9,9,16,1
17,2537,12,7,1,1,0.019727,1540,1644,31,29,4,4,2,585593.375,629796.75,16,18,255,255,1351878115,1356433789,96,91,0,0,76.333672,2.305038,1424259253,1424259254,1.293533,1.133059,0.000574,0.000462,0.000112,0,0,,,2,8,8,9,10,6,1,6,0
17,2538,4,4,1,1,1.011896,1684,10168,31,29,3,5,3,12364.90723,75928.75,14,18,255,255,409595345,2555914494,120,565,1,3924,8765.30894,7675.076301,1424262037,1424262038,77.811305,59.494529,0.000619,0.000487,0.000132,0,0,1.0,,2,2,2,3,1,1,1,1,0
1,2539,13,8,1,1,0.503772,37342,3276,31,29,18,8,4,581596.4375,50737.23438,52,40,255,255,1886900817,1887874350,718,82,0,0,922.442477,31.233252,1424255976,1424255976,10.0686,12.904743,0.000655,0.000482,0.000173,0,0,,,2,1,1,3,3,1,1,2,0
13,2540,4,18,1,1,1.985936,7814,15104,31,29,30,32,2,31219.53516,60364.48047,122,126,255,255,4023461113,4035183691,64,120,0,0,1146.900026,1127.295759,1424246931,1424246933,16.409726,15.883744,0.000584,0.000465,0.000119,0,0,,,2,6,3,3,4,1,1,1,0
10,2541,20,919,1,1,0.245067,4664,2768,31,29,7,7,2,145919.2813,86604.89063,24,24,255,255,1008749049,3161556167,194,115,0,0,785.843598,22.295781,1424252549,1424252549,10.640304,10.631435,0.000665,0.00054,0.000125,0,0,,,2,4,11,6,5,1,1,3,0
13,2542,8,7,1,1,7.979932,25472,1094788,31,29,38,390,2,25479.91602,1096263.0,454,858,255,255,4254891596,4290600311,56,1276,0,0,6863.810029,4980.453071,1424233563,1424233571,17.654022,9.310878,0.00083,0.000501,0.000329,0,0,,,2,1,1,4,2,1,1,2,0
7,5,7,0,0,2,9e-06,264,0,60,0,0,0,0,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424247962,1424247962,0.009,0.0,0.0,0.0,0.0,0,0,,,2,35,35,12,12,12,12,35,0
1,2543,1,920,1,1,0.01162,2438,19440,31,29,7,13,2,1634423.375,13049225.0,38,40,255,255,2595816397,2596135368,64,486,0,0,17.908478,15.707846,1421965788,1421965788,0.313667,0.280795,0.000814,0.000659,0.000155,0,0,0.0,0.0,0,6,7,2,3,1,1,1,0
2,2,2,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253920,1424253920,0.004,0.0,0.0,0.0,0.0,0,2,,,2,33,33,15,16,15,15,33,1
3,2,3,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232303,1424232303,0.003,0.0,0.0,0.0,0.0,0,2,,,2,34,34,16,18,16,16,34,1
3,2544,16,33,1,1,0.709935,1134,826,254,252,3,2,2,11719.38281,8383.866211,12,10,255,255,829441222,1644292974,95,83,0,0,4193.568607,107.056438,1424260056,1424260057,63.019727,72.827445,0.097715,0.054486,0.043229,0,1,,,2,3,3,1,1,1,1,3,0
11,2545,4,921,1,1,0.031014,4238,66608,31,29,7,30,2,1078222.75,16949250.0,72,74,255,255,2792268824,2792567847,59,900,0,0,22.42387,21.753202,1421931632,1421931632,0.431254,0.416836,0.000727,0.000575,0.000152,0,0,0.0,0.0,0,11,4,5,4,1,1,3,0
14,2546,13,4,1,1,1.041272,1580,10168,31,29,3,5,3,11132.53711,73786.67188,12,18,255,255,2340240827,191687457,132,565,1,3924,9537.154972,7679.319195,1424248042,1424248043,94.629724,61.222703,0.000596,0.000482,0.000114,0,0,1.0,,2,1,1,1,2,1,1,1,0
6,2547,3,10,0,2,8e-06,168,0,254,0,0,0,2,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424247046,1424247046,0.008,0.0,0.0,0.0,0.0,0,2,,,2,1,1,1,1,1,1,2,1
2,2548,6,8,1,1,5.60775,94003,2144,62,252,41,8,4,132580.8125,2963.042236,88,32,255,255,4172134271,2018348996,1068,67,0,0,10364.57054,515.13075,1424242365,1424242371,64.456898,178.112156,0.180796,0.08555,0.095246,0,1,,,2,1,1,1,1,1,1,2,1
3,8,11,6,3,2,1e-06,200,0,254,0,0,0,2,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424230404,1424230404,0.001,0.0,0.0,0.0,0.0,0,2,,,2,2,2,2,2,1,1,3,1
2,8,6,6,39,2,3e-06,180,0,254,0,0,0,2,239999984.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1424237259,1424237259,0.003,0.0,0.0,0.0,0.0,0,2,,,2,10,10,11,10,10,10,10,1
9,2549,16,64,0,2,3e-06,152,0,254,0,0,0,2,202666656.0,0.0,2,0,0,0,0,0,76,0,0,0,0.0,0.0,1424260509,1424260509,0.003,0.0,0.0,0.0,0.0,0,2,,,2,5,5,3,3,3,1,5,1
5,5,7,0,0,2,4e-06,264,0,60,0,0,0,0,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424232520,1424232520,0.004,0.0,0.0,0.0,0.0,0,0,,,2,46,46,24,24,24,24,46,0
3,2,14,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424247312,1424247312,0.003,0.0,0.0,0.0,0.0,0,2,,,2,22,22,22,22,22,22,22,1
6,5,9,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223677,1424223677,0.008,0.0,0.0,0.0,0.0,0,2,,,2,20,20,5,4,4,4,20,1
17,2550,4,0,0,0,0.001091,146,178,31,29,0,0,0,535288.6875,652612.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421967763,1421967763,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0,3,4,8,8,3,1,5,0
12,2551,12,922,1,1,0.741812,5032,3080,31,29,7,7,2,52336.71094,32115.95508,28,30,255,255,3523885830,1381828620,180,103,0,0,1721.523007,45.875055,1421957528,1421957529,27.462816,25.561932,0.000642,0.000509,0.000133,0,0,0.0,0.0,0,9,12,6,1,1,1,1,0
9,2552,6,18,1,1,1.494053,1170,41696,62,252,6,21,2,5981.046387,218412.5938,22,46,255,255,3076575322,1850418744,53,906,0,0,3651.670624,2402.707916,1424237836,1424237837,71.145378,32.183223,0.108029,0.045024,0.063005,0,1,,,2,3,1,1,1,1,1,1,1
3,2,3,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231843,1424231843,0.008,0.0,0.0,0.0,0.0,0,2,,,2,31,31,31,31,31,18,31,1
14,2553,12,8,1,1,0.526941,37354,3380,31,29,18,8,4,556206.5,50100.48438,52,42,255,255,3593757040,3746532833,718,80,0,0,767.904927,25.615701,1424253738,1424253739,10.324784,12.839512,0.000653,0.000518,0.000135,0,0,,,2,2,2,6,1,1,1,1,0
2,2,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252918,1424252918,0.009,0.0,0.0,0.0,0.0,0,2,,,2,42,42,34,34,34,16,42,1
2,5,2,0,0,2,1.8e-05,114,0,254,0,0,0,0,25333332.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254218,1424254218,0.018,0.0,0.0,0.0,0.0,0,2,,,2,29,29,13,15,13,13,29,1
8,2554,20,923,0,0,0.001625,528,304,31,29,0,0,2,1949538.375,1122461.5,4,4,0,0,0,0,132,76,0,0,0.564271,0.280958,1421967237,1421967237,0.403,0.202667,0.0,0.0,0.0,0,0,0.0,0.0,0,4,6,6,3,1,1,3,0
2,2,2,0,0,2,6e-06,114,0,254,0,0,0,0,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253527,1424253527,0.006,0.0,0.0,0.0,0.0,0,2,,,2,30,30,16,17,16,16,30,1
6,2555,24,8,1,1,1.663431,18483,1944,62,252,13,8,4,86115.98438,8926.128906,32,22,255,255,2568773102,1221705961,578,88,0,0,3143.070659,87.484844,1424245130,1424245132,53.659065,74.392047,0.122016,0.064522,0.057494,0,1,,,2,1,1,1,1,1,1,1,1
6,2,6,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260195,1424260195,0.009,0.0,0.0,0.0,0.0,0,2,,,2,32,32,32,32,32,16,33,1
14,2556,10,4,1,1,1.136079,1580,10168,31,29,3,5,3,10203.5166,67629.10156,12,18,255,255,2709620558,2710679230,132,565,1,3924,10599.39248,8534.824806,1421962613,1421962614,103.248276,66.795178,0.001668,0.000557,0.001111,0,0,1.0,0.0,0,3,1,5,6,1,1,1,0
17,2557,1,10,0,0,0.146378,568,312,31,29,0,0,2,23282.1875,12788.80762,4,4,0,0,0,0,142,78,0,0,46.183973,61.760121,1424225051,1424225051,32.666,43.677,0.0,0.0,0.0,0,0,,,2,7,6,2,4,1,1,3,0
8,2558,8,924,0,0,0.001773,520,304,31,29,0,0,2,1759729.25,1028764.813,4,4,0,0,0,0,130,76,0,0,0.623433,0.320087,1421928231,1421928231,0.445333,0.233333,0.0,0.0,0.0,0,0,0.0,0.0,0,6,10,3,4,1,1,2,0
3,2,14,0,0,2,2e-06,114,0,254,0,0,0,0,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424247322,1424247322,0.002,0.0,0.0,0.0,0.0,0,2,,,2,29,29,22,22,22,22,29,1
2,8,15,6,89,2,9e-06,200,0,254,0,0,0,2,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,,2,12,12,4,4,3,3,16,1
3,2,3,0,0,2,1e-06,114,0,254,0,0,0,0,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232008,1424232008,0.001,0.0,0.0,0.0,0.0,0,2,,,2,45,45,41,41,41,24,45,1
2,5,2,0,0,2,5e-06,114,0,254,0,0,0,0,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253191,1424253191,0.005,0.0,0.0,0.0,0.0,0,2,,,2,34,34,34,34,34,18,34,1
2,2,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424255015,1424255015,0.009,0.0,0.0,0.0,0.0,0,2,,,2,34,34,34,34,34,16,34,1
2,8,6,6,12,2,1e-05,200,0,254,0,0,0,2,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237361,1424237361,0.01,0.0,0.0,0.0,0.0,0,2,,,2,4,4,2,4,2,2,4,1
3,2,14,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246296,1424246296,0.003,0.0,0.0,0.0,0.0,0,2,,,2,40,40,37,39,37,21,40,1
4,2559,0,925,1,1,0.095071,5486,92746,31,29,7,42,2,456837.5,7724753.0,96,98,255,255,3346566022,1211093992,57,946,0,0,0.0,61.762303,1421935309,1421935309,0.997295,0.97465,0.000663,0.000527,0.000136,0,0,0.0,0.0,0,6,9,2,3,1,1,2,0
3,2560,17,64,0,2,8e-06,200,0,254,0,0,0,2,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421932377,1421932377,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,18,17,6,6,6,1,6,1
2,8,15,6,50,2,9e-06,200,0,254,0,0,0,2,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244377,1424244377,0.009,0.0,0.0,0.0,0.0,0,2,,,2,8,8,4,4,4,4,15,1
3,5,3,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232292,1424232292,0.008,0.0,0.0,0.0,0.0,0,2,,,2,33,33,8,8,8,8,33,1
14,2561,18,4,1,1,1.004692,1580,10168,31,29,3,5,3,11537.86523,76473.1875,12,18,255,255,1134384596,1135419876,132,565,1,3924,9524.514621,7675.003452,1424247764,1424247765,91.304547,59.067472,0.000666,0.000541,0.000125,0,0,1.0,,2,1,1,1,1,1,1,1,0
4,2562,12,8,1,1,0.034812,37272,3380,31,29,18,8,4,8400781.0,758359.1875,52,42,255,255,1189383708,3335774038,717,80,0,0,42.649194,1.819453,1424237914,1424237914,0.675255,0.836439,0.000625,0.000513,0.000112,0,0,,,2,2,1,4,3,1,1,4,0
10,2563,1,926,1,1,0.012946,2230,14994,31,29,7,11,2,1337865.0,9008497.0,34,36,255,255,2278828073,2279113415,66,417,0,0,31.736504,29.641241,1421932343,1421932343,0.382455,0.352686,0.000741,0.000592,0.000149,0,0,0.0,0.0,0,10,12,3,3,1,1,1,0
10,2564,20,927,1,1,0.226397,8928,320,31,29,4,1,2,292972.0938,9434.753906,14,6,255,255,4228907151,241433683,638,53,0,0,1563.694584,66.844891,1421934552,1421934552,17.415154,45.123,0.000806,0.000648,0.000158,0,0,0.0,0.0,0,10,8,5,3,1,1,3,0
12,2565,18,928,1,1,0.390764,4728,3080,31,29,7,7,2,93355.57813,60967.74609,28,30,255,255,3196510709,1076309739,169,103,0,0,796.747903,20.090066,1424230634,1424230634,14.460814,13.454586,0.000717,0.000577,0.00014,0,0,,,2,7,3,1,1,1,1,1,0
1,2566,8,0,0,0,0.001111,146,178,31,29,0,0,0,525652.5625,640864.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424239980,1424239980,0.009,0.007,0.0,0.0,0.0,0,0,,,2,4,4,4,3,2,1,3,0
1,2567,19,673,1,1,0.002816,320,1900,31,29,1,2,5,758522.75,4724432.0,6,8,255,255,2191617352,45793427,53,238,0,0,27.645177,0.549945,1424248342,1424248342,0.5016,0.328286,0.000657,0.000515,0.000142,0,0,,,2,3,6,5,5,1,1,4,0
2,5,2,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252613,1424252613,0.009,0.0,0.0,0.0,0.0,0,2,,,2,27,27,19,21,18,18,28,1
5,2,7,0,0,2,9e-06,264,0,60,0,0,0,0,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424232220,1424232220,0.009,0.0,0.0,0.0,0.0,0,0,,,2,36,36,3,3,3,3,36,0
6,2568,6,10,1,1,0.692337,564,354,254,252,2,1,2,5869.974121,3582.070801,10,8,255,255,3248870364,532940775,56,44,0,0,5590.061003,145.493516,1421930598,1421930598,76.926333,93.216141,0.066067,0.03166,0.034407,0,1,0.0,0.0,0,1,1,1,2,1,1,1,1
12,2569,0,7,1,1,0.01886,1540,1644,31,29,4,4,2,612513.25,658748.6875,16,18,255,255,594601236,600164337,96,91,0,0,76.271203,2.069473,1421963240,1421963240,1.236267,1.082059,0.000593,0.000461,0.000132,0,0,0.0,0.0,0,14,10,8,9,6,1,6,0
3,5,14,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246074,1424246074,0.003,0.0,0.0,0.0,0.0,0,2,,,2,40,40,15,16,15,15,40,1
8,2570,13,929,1,1,0.016866,2974,32564,31,29,7,18,2,1381714.625,15137199.0,48,50,255,255,2686276344,541237071,62,651,0,0,19.290534,18.563158,1424248640,1424248640,0.352255,0.337979,0.000761,0.000634,0.000127,0,0,,,2,6,4,2,4,1,1,1,0
4,2571,13,930,1,1,0.029229,3078,30514,31,29,7,18,2,825755.25,8184748.0,50,50,255,255,461874067,480146054,62,610,0,0,0.0,1.042922,1421970305,1421970305,0.589143,0.575204,0.001186,0.00104,0.000146,0,0,0.0,0.0,0,8,3,1,5,1,1,1,0
9,8,15,6,3,2,5e-06,200,0,254,0,0,0,2,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258880,1424258880,0.005,0.0,0.0,0.0,0.0,0,2,,,2,6,6,3,4,3,3,6,1
3,5,3,0,0,2,7e-06,114,0,254,0,0,0,0,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233293,1424233293,0.007,0.0,0.0,0.0,0.0,0,2,,,2,17,17,17,18,17,17,17,1
3,2,3,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231579,1424231579,0.008,0.0,0.0,0.0,0.0,0,2,,,2,40,40,40,41,40,24,40,1
9,8,15,6,80,2,8e-06,200,0,254,0,0,0,2,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258789,1424258789,0.008,0.0,0.0,0.0,0.0,0,2,,,2,4,4,1,2,1,1,4,1
3,582,11,33,1,1,0.436589,1198,712,254,252,3,2,2,20137.93359,11415.77051,12,8,255,255,2516575958,2368581528,100,89,0,0,2803.538871,114.920984,1424247905,1424247906,38.321454,60.595145,0.026535,0.012414,0.014121,0,1,,,2,2,2,1,19,1,1,2,1
12,2572,4,0,0,0,0.001379,146,178,31,29,0,0,0,423495.2813,516316.1563,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424220316,1424220316,0.006,0.003,0.0,0.0,0.0,0,0,,,2,2,2,2,4,1,1,3,0
3,2573,17,4,1,1,0.664685,2506,40568,62,252,6,16,3,28657.18359,474715.0938,20,36,255,255,3287548559,965738997,125,1127,1,109,1743.150082,1440.849651,1424241105,1424241106,34.983421,18.741086,0.05384,0.007977,0.045863,0,1,1.0,,2,2,1,1,1,1,1,1,1
6,2574,16,12,0,2,9e-06,104,0,254,0,0,0,2,46222220.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424246820,1424246820,0.009,0.0,0.0,0.0,0.0,0,2,,,2,3,1,2,1,1,1,1,1
19,5,21,0,0,2,2e-06,264,0,60,0,0,0,0,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261529,1424261529,0.002,0.0,0.0,0.0,0.0,0,0,,,2,26,26,16,16,16,16,26,0
2,2575,9,4,1,1,0.184828,1070,268,254,252,2,1,3,41681.99609,9695.500977,10,6,255,255,2688265924,3171108609,107,45,1,0,1043.020867,62.715395,1424243443,1424243443,19.446111,35.442602,0.05273,0.007609,0.045121,0,1,1.0,,2,1,1,1,1,1,1,1,1
14,2576,0,931,1,1,0.026049,2230,13500,31,29,7,11,2,664900.8125,4030865.0,34,36,255,255,1041991724,3187692106,66,375,0,0,52.835179,49.899271,1421928744,1421928744,0.779576,0.726657,0.000741,0.000605,0.000136,0,0,0.0,0.0,0,5,4,1,4,1,1,1,0
4,2577,10,932,1,1,0.037701,3806,55844,31,29,7,26,2,795098.3125,11670354.0,64,66,255,255,3535854317,1390746065,59,846,0,0,34.983298,33.464347,1424240889,1424240889,0.602871,0.571292,0.00071,0.000554,0.000156,0,0,,,2,7,1,1,2,1,1,1,0
17,2578,4,933,1,1,0.012659,2334,16528,31,29,7,12,2,1434552.5,10170787.0,36,38,255,255,4279636755,4279964355,65,435,0,0,20.377875,18.904345,1421968092,1421968092,0.351486,0.325541,0.000748,0.000603,0.000145,0,0,0.0,0.0,0,2,4,1,2,1,1,1,0
6,2579,24,8,1,1,1.344087,5691,1820,62,252,9,8,4,32462.18359,10291.0,24,20,255,255,608473818,1767135249,237,91,0,0,2982.758803,78.491867,1424251283,1424251284,58.438566,66.469578,0.102004,0.080442,0.021562,0,1,,,2,1,1,1,2,1,1,1,1
2,1518,3,33,1,1,1.360205,1490,796,254,252,3,2,2,8034.083008,4217.01123,12,10,255,255,807739674,258267612,124,80,0,0,7505.954248,191.979141,1421927995,1421927997,119.390915,142.725328,0.137453,0.075666,0.061787,0,1,0.0,0.0,0,4,2,1,2,1,1,1,1
5,2,5,0,0,2,5e-06,264,0,60,0,0,0,0,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424239036,1424239036,0.005,0.0,0.0,0.0,0.0,0,0,,,2,31,31,27,27,27,14,31,0
2,2,3,0,0,2,8e-06,114,0,254,0,0,0,0,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238901,1424238901,0.008,0.0,0.0,0.0,0.0,0,2,,,2,38,38,24,24,24,24,38,1
16,2,21,0,0,2,3e-06,264,0,60,0,0,0,0,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224218,1424224218,0.003,0.0,0.0,0.0,0.0,0,0,,,2,16,16,8,8,8,8,16,0
4,2580,8,0,0,0,0.001065,130,162,31,29,0,0,0,488262.9375,608450.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424233273,1424233273,0.008,0.007,0.0,0.0,0.0,0,0,,,2,2,2,2,2,2,1,3,0
14,2581,12,934,0,0,0.001775,544,304,31,29,0,0,2,1838873.25,1027605.625,4,4,0,0,0,0,136,76,0,0,0.647946,0.30147,1424236237,1424236237,0.462667,0.217667,0.0,0.0,0.0,0,0,,,2,15,6,6,7,1,1,4,0
2,2,3,0,0,2,4e-06,114,0,254,0,0,0,0,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238460,1424238460,0.004,0.0,0.0,0.0,0.0,0,2,,,2,43,43,24,24,24,24,43,1
0,2582,1,935,1,1,0.00307,8928,424,31,29,4,1,5,21605212.0,966775.1875,14,8,255,255,3052538334,913325133,638,53,0,0,14.607464,0.717944,1424240337,1424240337,0.236154,0.3755,0.00063,0.000491,0.000139,0,0,,,2,1,1,1,1,1,1,2,0
9,2583,16,936,1,1,0.17214,2284,1826,254,252,2,2,3,95550.13281,74265.13281,10,8,255,255,349844958,1163656630,228,228,1,481,970.738883,42.944688,1424257248,1424257248,19.126667,23.267715,0.055431,0.008734,0.046697,0,1,1.0,,2,1,1,1,1,1,1,1,1
3,5,14,0,0,2,9e-06,114,0,254,0,0,0,0,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246145,1424246145,0.009,0.0,0.0,0.0,0.0,0,2,,,2,28,28,17,17,17,17,28,1
7,2,7,0,0,2,9e-06,264,0,60,0,0,0,0,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424244653,1424244653,0.009,0.0,0.0,0.0,0.0,0,0,,,2,39,39,26,26,26,16,39,0
6,2,6,0,0,2,3e-06,114,0,254,0,0,0,0,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260102,1424260102,0.003,0.0,0.0,0.0,0.0,0,2,,,2,25,25,25,25,25,14,25,1
4,2584,4,937,1,1,0.034631,2230,14370,31,29,7,11,2,500129.9688,3227397.5,34,36,255,255,4261049030,2157103330,66,399,0,0,0.0,63.256375,1421956538,1421956538,1.039091,0.973,0.000706,0.000572,0.000134,0,0,0.0,0.0,0,11,7,2,7,1,1,1,0
